,,CPU,,,,Net Read KBPS,,,,Net Write KBPS,,,,Disk Read KBPS,,,,Disk Write KBPS,
400,99,99,93,400,1149,2176,1028,400,25133,51588,24745,400,28,0,58,400,81,157,77
400,69,99,89,400,777,2150,956,400,17865,51744,22819,400,207,0,2,400,554,44,262
400,52,47,88,400,606,1029,979,400,14401,24674,23547,400,0,0,0,400,61,384,529
400,98,93,41,400,1113,2031,478,400,25583,49370,11536,400,26,0,0,400,124,36,37
400,99,99,93,400,1181,2138,1004,400,26444,50055,23410,400,0,2,18,400,216,60,45
400,99,99,97,400,1201,2176,1030,400,26642,50705,24121,400,0,2,395,400,40,219,706
400,99,100,93,400,1181,2204,1008,400,26272,51090,23893,400,0,0,0,400,56,282,79
400,99,99,96,400,1184,2173,995,400,26057,50494,23415,400,436,0,0,400,586,33,69
400,100,99,92,400,1163,2190,982,400,25041,51031,23176,400,0,0,0,400,74,134,512
400,100,100,92,400,1171,2271,1062,400,25231,52938,25318,400,2,0,10,400,98,416,59
400,100,100,99,400,1172,2222,1041,400,25491,51391,24430,400,0,0,0,400,315,36,82
400,99,99,98,400,1180,2240,1027,400,25749,51848,24483,400,3,0,0,400,86,33,281
400,99,100,98,400,1190,2234,1031,400,25974,51867,24611,400,3,0,6,400,85,477,296
400,99,99,94,400,1205,2290,999,400,26044,53461,23952,400,0,0,0,400,268,37,101
400,99,99,99,400,1202,2200,1070,400,25955,51392,25328,400,589,888,0,400,271,55,84
400,100,99,91,400,1187,2159,963,400,25647,49785,22994,400,7,1849,0,400,137,1428,505
400,100,99,94,400,1188,2126,1052,400,25370,48924,25332,400,0,0,30,400,313,781,86
400,99,99,94,400,1181,2197,986,400,25169,50501,23349,400,0,20,0,400,36,38,131
400,99,99,98,400,1191,2221,1035,400,25453,51750,24828,400,0,0,0,400,42,98,508
400,99,99,93,400,1171,2242,1011,400,25363,51673,24164,400,0,0,4,400,265,314,79
400,99,100,95,400,1211,2196,1020,400,26134,50287,24527,400,0,0,0,400,48,53,40
400,99,99,92,400,1199,2172,950,400,25947,49532,22526,400,0,0,0,400,34,32,548
400,99,99,97,400,1154,2180,1067,400,24535,50003,25754,400,5,5,0,400,255,321,50
400,99,99,98,400,1206,2188,1053,400,26085,50359,25205,400,4,8,10,400,80,114,93
400,99,100,91,400,1170,2161,974,400,25049,49550,23425,400,16,2,0,400,55,144,531
400,99,99,88,400,1201,2116,935,400,26297,47879,22246,400,7,0,0,400,332,329,46
400,99,100,97,400,1159,2208,1075,400,25025,50668,25655,400,53,0,0,400,98,59,68
400,99,99,96,400,1174,2186,1021,400,25048,50022,24491,400,4,0,2,400,84,57,482
400,99,100,96,400,1165,2235,1013,400,25392,52016,24116,400,0,0,5,400,285,323,84
400,100,99,98,400,1186,2235,1025,400,26258,52492,24323,400,3,0,0,400,43,57,57
400,99,100,91,400,1189,2219,987,400,25726,52388,23541,400,0,6,4,400,92,51,533
400,99,93,86,400,1200,1982,920,400,25733,46594,22219,400,0,7,10,400,245,333,108
400,99,99,93,400,1207,2120,971,400,26181,49758,22896,400,2,0,5,400,36,65,91
400,99,99,95,400,1186,2157,1027,400,25546,51353,24885,400,2,0,4,400,127,76,533
400,99,97,97,400,1181,2094,1042,400,25203,48790,25042,400,5,2,4,400,257,395,96
400,99,99,95,400,1211,2180,1012,400,25982,49959,24290,400,0,0,0,400,66,99,86
400,99,99,95,400,1192,2281,1016,400,25388,53622,24263,400,4,0,0,400,65,49,517
400,99,99,96,400,1191,2228,1048,400,25428,51282,25193,400,0,0,107,400,280,259,62
400,100,99,96,400,1215,2205,990,400,26502,51060,23499,400,0,4,6,400,54,83,94
400,99,100,96,400,1188,2137,1008,400,24988,48334,23890,400,0,0,9,400,50,41,578
400,99,100,93,400,1208,2250,1003,400,25812,52115,24085,400,0,0,0,400,287,78,42
400,99,100,95,400,1173,2244,1023,400,24770,52046,24223,400,4,2,0,400,68,346,77
400,100,100,96,400,1176,2203,1053,400,25403,50571,24747,400,3,0,0,400,41,709,504
400,100,100,91,400,1170,2247,973,400,24741,51806,23189,400,3,0,3,400,282,350,45
400,99,100,92,400,1218,2235,999,400,26134,51570,24147,400,0,0,0,400,45,36,56
400,99,99,95,400,1190,2192,1009,400,25493,50561,24070,400,4,627,2,400,39,382,511
400,99,100,97,400,1169,2236,1046,400,24752,51307,24723,400,0,0,0,400,293,135,70
400,100,100,93,400,1168,2217,1007,400,24904,50536,24345,400,0,0,0,400,39,36,38
400,99,100,89,400,1186,2253,965,400,25223,52239,23061,400,5,0,4,400,46,504,512
425,99,100,96,425,1177,2225,1049,425,25020,50844,25030,425,7,0,0,425,295,38,58
425,100,99,97,425,1220,2245,1045,425,26479,51709,24744,425,7,0,0,425,70,62,40
425,100,99,95,425,1218,2173,1030,425,26352,49400,24373,425,5,55,0,425,107,315,522
425,100,100,96,425,1175,2202,1058,425,25480,50645,25317,425,21,0,0,425,308,87,55
425,99,100,90,425,1124,2206,933,425,25625,51218,21759,425,0,2,0,425,69,102,45
425,84,99,98,425,944,2193,1015,425,22679,51849,23983,425,0,0,0,425,48,242,498
425,23,99,90,425,251,2093,971,425,5825,50435,23548,425,0,0,9,425,208,135,74
425,99,32,95,425,1223,685,951,425,27119,16940,22833,425,4,0,0,425,76,569,74
425,99,20,86,425,1207,406,949,425,25743,9349,23197,425,36,0,7,425,112,14,533
425,99,100,96,425,1213,2254,1043,425,26208,51830,25775,425,2,2,3,425,294,305,64
425,99,100,76,425,1224,2247,844,425,26401,52175,20777,425,0,0,0,425,46,392,64
425,100,99,60,425,1168,2234,651,425,24566,51219,15551,425,0,0,0,425,47,376,426
425,99,99,92,425,1178,2294,1007,425,25332,52948,23715,425,0,0,5,425,260,49,60
425,94,99,87,425,1149,2167,980,425,24261,49755,22689,425,11,272,6,425,90,87,86
425,100,100,97,425,1191,2194,1060,425,25394,50382,24579,425,0,4,0,425,41,281,470
425,100,100,98,425,1167,2223,1002,425,24592,51702,23824,425,16,2,0,425,325,54,39
425,100,100,98,425,1205,2203,1021,425,25763,50699,24372,425,4,4,0,425,130,108,42
425,99,100,97,425,1228,2198,1013,425,26457,50334,24498,425,0,0,4,425,40,382,545
425,99,100,93,425,1201,2237,981,425,25441,50974,23686,425,0,0,2,425,258,56,61
425,99,99,92,425,1176,2131,949,425,24964,47777,22717,425,2,0,3,425,100,34,87
425,100,99,90,425,1223,2276,1018,425,26033,52530,24352,425,0,0,0,425,39,276,579
425,99,99,95,425,1206,2252,975,425,25210,51544,22996,425,0,0,4,425,310,33,115
425,99,99,89,425,1201,2232,994,425,25268,50970,23168,425,0,0,0,425,42,57,120
425,99,99,93,425,1191,2251,1005,425,25069,51757,24350,425,45,0,0,425,66,248,485
425,100,99,97,425,1215,2239,1001,425,25703,51083,23640,425,0,0,2,425,373,41,100
425,99,100,92,425,1215,2266,1012,425,26069,52356,24039,425,2,0,0,425,50,46,54
425,99,99,98,425,1214,2235,1049,425,26043,51158,25094,425,0,0,2,425,85,258,492
425,99,99,90,425,1223,2284,985,425,25870,52642,23218,425,0,0,0,425,260,33,71
425,99,99,96,425,1227,2253,1017,425,25781,51832,24561,425,0,0,4,425,40,47,84
425,99,99,97,425,1243,2299,1004,425,26433,52944,24083,425,0,0,0,425,40,247,518
425,99,96,91,425,1228,2139,997,425,25861,49228,23258,425,6,1384,0,425,285,48,59
425,100,100,97,425,1179,2240,1064,425,24400,51417,25761,425,4,0,0,425,946,629,34
425,99,99,98,425,1253,2150,1082,425,26527,49144,25618,425,4,0,3,425,47,265,517
425,99,99,95,425,1230,2246,1063,425,25955,50944,25080,425,3,0,14,425,310,34,64
425,99,99,92,425,1201,2244,953,425,25527,51114,22580,425,7,0,0,425,79,46,95
425,99,100,98,425,1229,2217,1063,425,26020,50112,25767,425,0,9,34,425,77,289,482
425,99,99,91,425,1200,2227,972,425,25246,50509,22914,425,0,5,0,425,257,99,75
425,99,99,94,425,1239,2216,996,425,26306,49893,23938,425,0,0,0,425,46,41,44
425,99,100,93,425,1187,2274,1040,425,25049,51801,24335,425,2,0,0,425,84,256,477
425,99,99,98,425,1194,2234,1080,425,25129,51615,26262,425,0,0,0,425,273,43,61
425,99,99,96,425,1182,2239,1041,425,24876,51486,25262,425,7,5,2,425,81,62,38
425,100,99,94,425,1187,2197,972,425,24806,49955,23153,425,3,0,0,425,49,286,514
425,100,99,95,425,1173,2232,1054,425,24638,51097,25162,425,7,38,2,425,273,55,72
425,100,99,96,425,1170,2188,986,425,24386,50124,23580,425,4,0,4,425,94,79,52
425,99,99,93,425,1204,2262,1021,425,25146,51837,24674,425,0,0,0,425,92,247,515
425,100,100,98,425,1223,2252,1068,425,26120,51820,25821,425,0,0,0,425,268,48,42
425,100,99,94,425,1189,2224,1019,425,24619,50724,24413,425,0,0,4,425,46,41,57
425,100,99,91,425,1209,2182,958,425,25311,49717,22838,425,34,16,0,425,60,251,527
425,100,99,87,425,1169,2258,942,425,24484,52067,22610,425,0,2183,0,425,366,860,39
425,99,100,92,425,1210,2200,1023,425,26090,50061,24754,425,4,0,0,425,79,116,48
425,100,99,98,425,1218,2233,1032,425,25945,51088,24748,425,0,0,15,425,87,243,940
425,100,99,98,425,1210,2206,1070,425,25655,50440,25743,425,2,6,0,425,314,89,64
425,100,99,99,425,1169,2197,1087,425,24636,49988,26043,425,0,0,0,425,149,40,45
425,100,99,96,425,1200,2230,1014,425,25459,51074,24304,425,0,4,2,425,43,259,655
425,99,100,93,425,1209,2222,1025,425,25754,50863,24480,425,0,0,632,425,344,83,278
425,100,99,97,425,1192,2232,1011,425,25823,51006,24231,425,0,4,0,425,39,59,106
425,99,100,98,425,1147,2123,1050,425,25130,47952,24702,425,5,0,0,425,73,263,616
450,99,100,98,450,1116,2151,1074,450,25235,49143,25515,450,2,0,0,450,296,58,38
450,99,100,92,450,1066,2181,979,450,25270,51079,23247,450,0,7,0,450,76,78,44
450,43,99,92,450,481,2104,1027,450,11129,49484,24327,450,0,266,0,450,28,462,506
450,99,99,97,450,1219,2087,1069,450,26583,50077,25162,450,5,0,267,450,207,70,128
450,99,69,98,450,1190,1488,1055,450,25586,36480,24835,450,0,0,5,450,82,27,152
450,95,97,89,450,1117,2127,931,450,24601,49471,21886,450,468,4,182,450,47,288,653
450,96,99,94,450,1148,2229,1046,450,24214,51468,25040,450,2,8,0,450,343,67,41
450,100,99,99,450,1183,2166,1054,450,24873,49174,24928,450,2,594,10,450,74,384,187
450,100,99,84,450,1215,2143,924,450,25451,48270,21930,450,0,4,4,450,299,315,492
450,99,99,85,450,1220,2194,956,450,25624,50090,22878,450,7,0,3,450,316,72,118
450,100,99,69,450,1204,2283,701,450,25390,52236,16380,450,5,5,0,450,103,54,73
450,100,99,95,450,1194,2267,1018,450,25284,52035,24289,450,0,11,4,450,66,308,485
450,100,99,96,450,1204,2246,1037,450,25266,51268,23932,450,0,0,0,450,262,45,84
450,100,99,95,450,1214,2177,966,450,25690,49228,23199,450,1611,4,0,450,466,50,59
450,99,99,88,450,1211,2171,960,450,25349,48995,23230,450,0,2,43,450,62,277,557
450,99,99,95,450,1228,2231,1076,450,25911,50906,23558,450,30,2,3,450,333,86,116
450,100,99,98,450,1207,2216,1024,450,25491,50795,24114,450,0,0,0,450,289,47,118
450,99,99,97,450,1188,2181,1020,450,24767,49164,24219,450,0,0,0,450,37,284,514
450,99,99,99,450,1216,2273,1063,450,25514,51803,25524,450,0,0,54,450,257,30,116
450,99,99,99,450,1227,2225,995,450,25865,49970,23485,450,0,0,0,450,32,34,60
450,99,100,99,450,1215,2136,968,450,25385,48750,23118,450,0,5,0,450,46,315,476
450,99,100,97,450,1234,2051,996,450,26063,46192,24133,450,0,35,21,450,253,397,74
450,99,100,97,450,1186,2172,983,450,24425,49328,23250,450,130,0,0,450,149,349,73
450,100,100,98,450,1204,2105,1087,450,25194,48130,26190,450,0,8,2,450,50,893,505
450,99,100,96,450,1201,2160,1010,450,25218,48670,23479,450,0,0,0,450,274,576,41
450,99,100,98,450,1192,2216,1024,450,24679,50132,24283,450,0,0,2,450,50,63,88
450,99,100,96,450,1203,2267,962,450,25526,52150,22816,450,2,0,0,450,41,266,1494
450,100,99,98,450,1220,2191,995,450,25310,49569,23756,450,0,0,4,450,315,244,1325
450,100,99,97,450,1195,2283,1038,450,24782,52130,24722,450,0,0,0,450,59,173,61
450,99,100,98,450,1240,2333,1009,450,26376,54494,23973,450,0,0,0,450,49,288,300
450,99,99,98,450,1187,2243,1050,450,24752,50722,25372,450,52,0,0,450,272,34,454
450,99,99,95,450,1197,2170,977,450,25039,49518,22999,450,3,11,0,450,112,116,83
450,100,100,98,450,1228,2266,1054,450,25800,52299,25086,450,2,5,4,450,61,328,284
450,99,100,97,450,1244,2149,1018,450,26193,48761,24188,450,0,5,4,450,291,128,356
450,99,99,98,450,1227,2189,1058,450,25819,49940,25088,450,0,6,0,450,32,348,60
450,99,100,96,450,1203,2227,1041,450,25272,50720,24785,450,4,4,0,450,46,103,287
450,100,100,97,450,1216,2142,1063,450,25657,48221,25328,450,6,2,1,450,320,393,246
450,100,100,97,450,1209,2205,1039,450,25447,50311,24866,450,0,2,0,450,68,217,85
450,99,99,99,450,1218,2186,1056,450,25451,49137,25080,450,0,0,0,450,46,98,274
450,100,99,97,450,1234,2235,1030,450,26279,50484,24630,450,0,0,0,450,257,279,536
450,99,99,99,450,1213,2165,1142,450,25511,49105,27462,450,937,6,1,450,117,80,87
450,99,99,96,450,1215,2230,1035,450,25406,51490,24937,450,0,0,0,450,83,83,96
450,99,99,95,450,1200,2221,1011,450,24982,50283,23969,450,5,0,0,450,281,241,706
450,99,99,96,450,1234,2262,1032,450,26064,51527,24714,450,4,0,0,450,429,48,52
450,99,99,99,450,1235,2209,1034,450,26129,50219,24626,450,0,0,0,450,60,45,71
450,100,99,99,450,1225,2337,1137,450,25790,54030,27587,450,0,0,0,450,261,249,505
450,100,100,99,450,1191,2292,1027,450,24765,52702,24219,450,5,0,746,450,46,34,119
450,100,100,98,450,1219,2213,1068,450,25999,50337,25196,450,0,0,0,450,79,54,65
450,100,100,96,450,1222,2284,1039,450,25730,52546,24617,450,0,0,0,450,252,250,489
450,100,100,99,450,1225,2180,1059,450,26000,49196,25160,450,0,0,0,450,30,40,333
450,99,99,96,450,1192,2268,1069,450,25592,51659,25415,450,4,0,2,450,46,55,57
450,99,99,94,450,1203,2252,974,450,26211,51108,22588,450,0,0,0,450,294,258,526
450,99,99,91,450,1159,2208,996,450,25540,50521,23536,450,0,4,0,450,40,38,43
450,100,100,98,450,1099,2148,1052,450,25391,49054,24917,450,0,5,2,450,46,114,66
450,92,100,99,450,1007,2150,1032,450,24266,49442,24496,450,0,49,0,450,306,265,530
450,81,99,97,450,985,2160,1066,450,21460,50904,25316,450,0,0,3,450,33,41,79
450,99,100,99,450,1212,2048,1042,450,26242,48417,24875,450,0,2,2,450,40,58,39
475,100,99,94,475,1225,2114,1023,475,26216,52735,24466,475,0,5,0,475,278,312,547
475,99,42,97,475,1232,891,997,475,25744,20855,23421,475,0,4,0,475,38,78,39
475,100,100,94,475,1233,2228,1017,475,25885,51106,23960,475,2,0,8,475,71,42,98
475,100,99,92,475,1204,2255,1010,475,25117,51647,24248,475,12,0,0,475,280,214,490
475,100,99,96,475,1222,2263,1038,475,25641,52125,25029,475,0,0,2,475,84,41,96
475,99,100,95,475,1240,2228,997,475,26203,50825,23994,475,2,0,0,475,73,48,46
475,100,97,88,475,1190,2140,988,475,24814,48798,23864,475,0,365,0,475,251,320,488
475,99,99,87,475,1206,2194,945,475,24925,49549,22669,475,0,0,2,475,45,49,108
475,99,99,15,475,1206,2201,168,475,24990,49555,4005,475,5,0,0,475,39,53,32
475,100,100,76,475,1202,2267,837,475,24989,51704,18677,475,5,0,7,475,298,344,307
475,99,99,97,475,1226,2209,1048,475,25806,50287,24498,475,0,2,0,475,52,87,79
475,99,99,95,475,1214,2221,1060,475,25200,50425,25332,475,0,0,4,475,47,70,50
475,99,99,98,475,1253,2286,1051,475,26494,52271,25174,475,0,0,0,475,266,246,513
475,99,99,98,475,1223,2196,1058,475,25614,49798,25291,475,4,4,0,475,42,74,38
475,99,100,99,475,1222,2179,1084,475,25579,49228,25660,475,4,0,0,475,126,68,51
475,100,99,98,475,1238,2217,1083,475,25910,50553,25377,475,0,25,19,475,1150,308,520
475,100,99,99,475,1220,2154,1094,475,25604,48298,25867,475,0,0,5,475,38,43,128
475,99,100,96,475,1222,2190,1050,475,25575,49966,24986,475,6,0,2,475,130,46,68
475,99,99,98,475,1202,2214,1070,475,25078,49789,25690,475,0,0,3,475,247,242,510
475,98,100,99,475,1191,2235,1072,475,24962,50281,25550,475,3,0,5,475,2088,35,87
475,100,99,99,475,1192,2271,1050,475,24620,51865,24708,475,4,6,0,475,89,102,80
475,100,99,99,475,1208,2149,1081,475,25089,48579,25477,475,0,13,0,475,280,299,498
475,99,100,98,475,1245,2180,1080,475,25993,48995,25831,475,0,552,4,475,55,75,100
475,100,100,95,475,1208,2232,1029,475,25226,50871,24220,475,2,0,0,475,80,30,78
475,100,99,98,475,1217,2198,1087,475,25149,49506,26250,475,2,2,0,475,297,265,498
475,100,100,96,475,1254,2246,1017,475,26560,51188,24121,475,0,3,0,475,40,287,56
475,99,99,94,475,1222,2229,1032,475,25419,50448,24443,475,0,0,0,475,56,53,66
475,99,100,98,475,1255,2259,1023,475,26504,50859,24384,475,0,0,2,475,273,257,510
475,100,99,89,475,1204,2212,1048,475,25035,49775,23005,475,0,0,280,475,229,44,249
475,100,100,99,475,1205,2231,1094,475,25025,50278,25426,475,0,0,0,475,383,47,38
475,100,99,100,475,1199,2285,1048,475,24756,52140,24213,475,0,0,0,475,701,249,505
475,100,99,99,475,1222,2161,1141,475,25196,48525,26397,475,0,510,0,475,45,266,52
475,99,100,99,475,1237,2205,1144,475,25934,49928,26241,475,0,0,2,475,33,144,40
475,99,100,94,475,1228,2206,1066,475,25496,49689,24870,475,0,0,9,475,263,272,518
475,100,99,95,475,1224,2229,1045,475,25453,50547,24380,475,0,0,15,475,45,52,144
475,99,100,97,475,1249,2231,1055,475,26182,50956,24624,475,0,0,0,475,37,45,56
475,99,99,98,475,1237,2187,1173,475,25817,49542,27409,475,38,5,0,475,249,252,536
475,100,100,99,475,1226,2252,1137,475,25407,51332,26714,475,2,0,0,475,142,68,42
475,100,100,99,475,1221,2193,1125,475,25434,49536,26057,475,0,2,0,475,72,44,61
475,100,100,99,475,1204,2264,1133,475,25125,51915,26416,475,5,0,4,475,91,273,491
475,100,99,97,475,1187,2233,1111,475,24994,50554,26285,475,0,0,1,475,357,39,75
475,100,99,94,475,1227,2274,1070,475,25987,51768,25363,475,0,0,2,475,716,58,60
475,100,99,98,475,1190,2178,1088,475,24482,49335,25638,475,0,3,0,475,329,297,478
475,99,99,99,475,1231,2265,1094,475,26015,52006,25550,475,0,7,0,475,37,33,80
475,100,99,99,475,1193,2238,1123,475,25072,50864,26016,475,6,3,0,475,293,79,56
475,99,99,99,475,1191,2267,1093,475,25055,51222,25458,475,0,0,0,475,236,267,536
475,100,99,94,475,1199,2312,1088,475,25337,53165,25906,475,0,4,0,475,40,36,535
475,100,100,99,475,1174,2190,1081,475,25537,49489,24968,475,0,7,0,475,269,100,33
475,100,100,99,475,1151,2235,1122,475,26063,51324,26142,475,0,0,0,475,150,270,310
475,99,100,99,475,1081,2200,1119,475,25794,50233,25964,475,0,0,0,475,46,43,434
475,45,99,99,475,517,2259,1156,475,12347,52090,26105,475,0,0,0,475,211,36,320
475,99,100,98,475,1244,2161,1040,475,26653,49535,23872,475,0,6,0,475,170,270,34
475,99,99,100,475,1206,2163,1110,475,25260,51313,25619,475,2,0,0,475,90,91,532
475,83,99,99,475,1033,2054,1143,475,22619,49514,26695,475,15,0,0,475,325,38,88
475,97,61,99,475,1204,1341,1094,475,23935,33230,25444,475,0,0,4,475,177,242,78
475,100,69,99,475,1220,1563,1096,475,25320,36296,25534,475,0,13,0,475,90,60,498
475,100,100,96,475,1225,2236,1022,475,25442,51090,23728,475,10,0,282,475,96,84,229
500,100,99,92,500,1220,2190,1000,500,25316,49368,22545,500,0,28,0,500,303,284,89
500,99,99,94,500,1193,2265,1060,500,24442,51457,24876,500,1411,0,15,500,282,59,529
500,100,99,89,500,1204,2247,983,500,24598,50617,23252,500,0,0,0,500,60,42,188
500,100,99,90,500,1230,2222,959,500,25774,49874,22200,500,0,0,0,500,717,243,50
500,100,99,82,500,1226,2226,932,500,25212,50305,21921,500,4,0,0,500,208,36,483
500,99,99,45,500,1230,2292,518,500,25395,52369,12280,500,4,0,0,500,88,40,86
500,100,96,97,500,1207,2240,999,500,24942,51923,23091,500,4,19,12,500,295,257,43
500,100,100,97,500,1221,2183,1049,500,25489,48918,24373,500,0,4,10,500,246,128,463
500,99,100,96,500,1227,2212,1040,500,25212,49461,24596,500,0,6,0,500,72,87,112
500,100,100,99,500,1233,2254,1103,500,25527,50955,26407,500,0,24,0,500,253,352,82
500,100,88,99,500,1251,1675,1087,500,26393,37886,25311,500,0,41,0,500,54,87,479
500,100,100,87,500,1193,2415,1091,500,24481,55359,24415,500,15,0,0,500,52,132,125
500,99,99,97,500,1218,2197,1015,500,25098,48589,23082,500,0,2,4,500,266,274,63
500,100,99,97,500,1245,2244,1059,500,25916,50211,24833,500,0,0,0,500,47,50,538
500,100,99,99,500,1241,2202,1096,500,25832,49379,25700,500,0,4347,0,500,39,77,62
500,99,99,99,500,1244,2322,1111,500,25482,52851,26402,500,4,2502,0,500,260,263,37
500,100,99,99,500,1280,2243,1104,500,26863,50015,26123,500,0,0,10,500,71,61,483
500,99,100,99,500,1245,2280,1082,500,26104,51585,25390,500,6,0,21,500,82,36,72
500,99,99,96,500,1221,2243,1087,500,25153,49671,26384,500,0,0,4,500,304,344,42
500,99,99,99,500,1225,2297,1047,500,24945,52229,24534,500,0,0,0,500,57,38,507
500,99,99,99,500,1246,2249,1059,500,25902,50278,25221,500,0,2,0,500,37,47,45
500,100,100,99,500,1264,2283,1106,500,26513,51754,26630,500,0,0,0,500,252,307,62
500,100,100,99,500,1237,2317,1073,500,25428,52791,25187,500,0,0,2,500,54,35,496
500,100,99,100,500,1239,2301,1096,500,25793,52322,25426,500,0,0,0,500,34,47,70
500,99,99,99,500,1231,2289,1091,500,25262,51750,25405,500,6,0,1,500,281,243,56
500,100,99,99,500,1231,2237,1064,500,25435,49993,25131,500,0,0,0,500,130,36,483
500,100,99,99,500,1252,2271,1091,500,26163,50580,25716,500,0,0,192,500,64,35,80
500,100,99,99,500,1252,2264,1099,500,26202,50662,25766,500,0,0,3,500,244,256,156
500,100,99,99,500,1182,2252,1088,500,24181,50965,25488,500,0,4,44,500,43,68,523
500,99,100,99,500,1264,2266,1090,500,26455,50934,25871,500,0,0,50,500,46,39,214
500,100,100,97,500,1202,2281,1111,500,24501,51772,26644,500,0,0,0,500,273,247,78
500,99,99,99,500,1235,2273,1065,500,25382,50750,25280,500,0,0,305,500,38,40,590
500,100,99,99,500,1271,2258,1101,500,26482,50409,25754,500,0,12,0,500,38,84,140
500,99,100,99,500,1256,2229,1036,500,26030,49696,24580,500,0,0,2,500,255,262,56
500,99,100,98,500,1248,2257,1078,500,25847,50733,25725,500,0,0,0,500,42,46,500
500,100,100,99,500,1264,2233,1105,500,26365,49965,25422,500,0,0,0,500,33,37,62
500,100,100,99,500,1221,2238,1044,500,25027,50703,24928,500,0,0,0,500,262,250,42
500,100,100,99,500,1252,2227,1034,500,26183,49839,24670,500,0,0,2112,500,38,81,515
500,99,100,99,500,1245,2284,1125,500,25901,51726,26763,500,0,0,0,500,37,35,169
500,99,99,99,500,1193,2240,1073,500,24628,50178,25352,500,524,0,0,500,353,239,54
500,99,100,99,500,1201,2258,1127,500,25410,50712,26890,500,0,0,22,500,120,34,1306
500,99,99,99,500,1174,2303,1100,500,24795,52158,25236,500,0,0,5,500,50,47,44
500,99,99,99,500,1211,2243,1109,500,26684,49835,26389,500,3,0,3641,500,262,244,1318
500,100,99,99,500,1113,2275,1114,500,24418,51124,26293,500,3,0,2,500,94,37,477
500,100,99,99,500,1087,2269,1108,500,25405,50773,25972,500,2,0,0,500,87,71,104
500,85,100,99,500,952,2298,1096,500,22996,51934,25768,500,0,2,0,500,282,249,515
500,1,99,99,500,0,2251,1091,500,0,50715,26045,500,0,0,0,500,4,66,313
500,1,100,97,500,0,2211,1076,500,0,50430,25809,500,0,5,0,500,22,38,247
500,,100,97,500,,2186,1030,500,,50054,24279,500,,2,0,500,,284,327
500,,99,96,500,,2131,1037,500,,50110,24609,500,,0,0,500,,70,295
500,,84,99,500,,1838,1105,500,,45153,25991,500,,0,0,500,,36,270
500,,1,99,500,,0,1060,500,,0,25138,500,,10,0,500,,9,187
500,,1,96,500,,0,1110,500,,0,25896,500,,9,0,500,,15,394
500,,,97,500,,,1026,500,,,24511,500,,,12,500,,,639
500,,,98,500,,,1071,500,,,25691,500,,,0,500,,,42
500,,,93,500,,,1002,500,,,23961,500,,,552,500,,,233
500,,,95,500,,,1025,500,,,24373,500,,,3,500,,,562
,,,77,,,,870,,,,20646,,,,3,,,,83
,,,35,,,,416,,,,10006,,,,0,,,,119
,,,1,,,,0,,,,0,,,,120,,,,39
,,,1,,,,0,,,,0,,,,30,,,,11
,,,1,,,,0,,,,0,,,,101,,,,53
